     -29.5	      52.8
     -25.1	      51.2
     -18.8	        49
     -13.3	      46.5
     -9.15	      44.9
      -4.5	      42.6
       1.4	        40
      6.36	      37.3
      11.2	      35.1
      15.7	      32.2
      21.6	      29.8
        27	      27.3
      31.9	        25
      36.9	      22.9
      40.2	      21.2
      44.3	      18.3
      46.8	      17.5
      50.4	      15.5
      52.6	      14.3
      54.1	      13.4
      57.2	      11.7
      59.5	      10.4
