T_3_od,rho_3_od,P_3_od,alpha_3_od,beta_2_od,flow_coeff_2_od,incidence_2,incidence_off,v_2_od,C_w_3_od,C_a_3_od,U_mean_od,flow_coeff_3_od,work_od_cw,work_od_vw,M_2_rel_od,M_3_rel_od
996.5027237809902,1.4708837168821274,420.6672738783481,28.945272897820015,37.30335419649776,0.685548513100242,6.3475120846447375,4.3475120846447375,275.47468913256887,174.3886225733932,315.31531531531533,319.6317002362237,0.9864957545896782,211266.20326365318,211266.20326365318,0.4202569690470536,0.9490773285642633
996.5027237809902,1.4708837168821274,420.6672738783481,28.945272897820015,37.30335419649776,0.685548513100242,6.3475120846447375,4.3475120846447375,275.47468913256887,174.3886225733932,315.31531531531533,319.6317002362237,0.9864957545896782,211266.20326365318,211266.20326365318,0.4202569690470536,0.9490773285642633
996.5027237809902,1.4708837168821274,420.6672738783481,28.945272897820015,37.30335419649776,0.685548513100242,6.3475120846447375,3.3475120846447375,275.47468913256887,174.3886225733932,315.31531531531533,319.6317002362237,0.9864957545896782,211266.20326365318,211266.20326365318,0.4202569690470536,0.9490773285642633
996.5027237809902,1.4708837168821274,420.6672738783481,28.945272897820015,37.30335419649776,0.685548513100242,6.3475120846447375,3.3475120846447375,275.47468913256887,174.3886225733932,315.31531531531533,319.6317002362237,0.9864957545896782,211266.20326365318,211266.20326365318,0.4202569690470536,0.9490773285642633
996.5027237809902,1.4708837168821274,420.6672738783481,28.945272897820015,37.30335419649776,0.685548513100242,6.3475120846447375,2.3475120846447375,275.47468913256887,174.3886225733932,315.31531531531533,319.6317002362237,0.9864957545896782,211266.20326365318,211266.20326365318,0.4202569690470536,0.9490773285642633
996.5027237809902,1.4708837168821274,420.6672738783481,28.945272897820015,37.30335419649776,0.685548513100242,6.3475120846447375,2.3475120846447375,275.47468913256887,174.3886225733932,315.31531531531533,319.6317002362237,0.9864957545896782,211266.20326365318,211266.20326365318,0.4202569690470536,0.9490773285642633
996.5027237809902,1.4708837168821274,420.6672738783481,28.945272897820015,37.30335419649776,0.685548513100242,6.3475120846447375,4.3475120846447375,275.47468913256887,174.3886225733932,315.31531531531533,319.6317002362237,0.9864957545896782,211266.20326365318,211266.20326365318,0.4202569690470536,0.9490773285642633
996.5027237809902,1.4708837168821274,420.6672738783481,28.945272897820015,37.30335419649776,0.685548513100242,6.3475120846447375,4.3475120846447375,275.47468913256887,174.3886225733932,315.31531531531533,319.6317002362237,0.9864957545896782,211266.20326365318,211266.20326365318,0.4202569690470536,0.9490773285642633
996.5027237809902,1.4708837168821274,420.6672738783481,28.945272897820015,37.30335419649776,0.685548513100242,6.3475120846447375,3.3475120846447375,275.47468913256887,174.3886225733932,315.31531531531533,319.6317002362237,0.9864957545896782,211266.20326365318,211266.20326365318,0.4202569690470536,0.9490773285642633
996.5027237809902,1.4708837168821274,420.6672738783481,28.945272897820015,37.30335419649776,0.685548513100242,6.3475120846447375,3.3475120846447375,275.47468913256887,174.3886225733932,315.31531531531533,319.6317002362237,0.9864957545896782,211266.20326365318,211266.20326365318,0.4202569690470536,0.9490773285642633
996.5027237809902,1.4708837168821274,420.6672738783481,28.945272897820015,37.30335419649776,0.685548513100242,6.3475120846447375,2.3475120846447375,275.47468913256887,174.3886225733932,315.31531531531533,319.6317002362237,0.9864957545896782,211266.20326365318,211266.20326365318,0.4202569690470536,0.9490773285642633
996.5027237809902,1.4708837168821274,420.6672738783481,28.945272897820015,37.30335419649776,0.685548513100242,6.3475120846447375,2.3475120846447375,275.47468913256887,174.3886225733932,315.31531531531533,319.6317002362237,0.9864957545896782,211266.20326365318,211266.20326365318,0.4202569690470536,0.9490773285642633
