zweifel_stator_NEW,zweifel_rotor_NEW
0.7594846444611223,0.9148124773321168
0.8069524347399426,0.9148124773321168
0.8607492637226053,0.9148124773321168
0.7594846444611223,0.9148124773321168
0.8069524347399426,0.9148124773321168
0.8607492637226053,0.9148124773321168
0.7594846444611223,0.9148124773321168
0.8069524347399426,0.9148124773321168
0.8607492637226053,0.9148124773321168
0.7594846444611223,0.9148124773321168
0.8069524347399426,0.9148124773321168
0.8607492637226053,0.9148124773321168
0.7594846444611223,0.9148124773321168
0.8069524347399426,0.9148124773321168
0.8607492637226053,0.9148124773321168
0.7594846444611223,0.9148124773321168
0.8069524347399426,0.9148124773321168
0.8607492637226053,0.9148124773321168
0.7916099578287376,0.9161155069334407
0.84438395501732,0.9161155069334407
0.7916099578287376,0.9161155069334407
0.84438395501732,0.9161155069334407
0.7916099578287376,0.9161155069334407
0.84438395501732,0.9161155069334407
0.7916099578287376,0.9161155069334407
0.84438395501732,0.9161155069334407
0.7916099578287376,0.9161155069334407
0.84438395501732,0.9161155069334407
0.7916099578287376,0.9161155069334407
0.84438395501732,0.9161155069334407
0.7768400044597207,0.9181506527211033
0.8286293380903687,0.9181506527211033
0.8878171479539665,0.9181506527211033
0.7768400044597207,0.9181506527211033
0.8286293380903687,0.9181506527211033
0.8878171479539665,0.9181506527211033
0.7768400044597207,0.9181506527211033
0.8286293380903687,0.9181506527211033
0.8878171479539665,0.9181506527211033
0.7768400044597207,0.9181506527211033
0.8286293380903687,0.9181506527211033
0.8878171479539665,0.9181506527211033
0.7768400044597207,0.9181506527211033
0.8286293380903687,0.9181506527211033
0.8878171479539665,0.9181506527211033
0.7768400044597207,0.9181506527211033
0.8286293380903687,0.9181506527211033
0.8878171479539665,0.9181506527211033
0.7626111149726124,0.8645443439970963
0.7626111149726124,0.9013334650182495
0.8134518559707865,0.8645443439970963
0.8134518559707865,0.9013334650182495
0.8715555599686997,0.8645443439970963
0.8715555599686997,0.9013334650182495
0.7626111149726124,0.8645443439970963
0.7626111149726124,0.9013334650182495
0.8134518559707865,0.8645443439970963
0.8134518559707865,0.9013334650182495
0.8715555599686997,0.8645443439970963
0.8715555599686997,0.9013334650182495
0.7626111149726124,0.8645443439970963
0.7626111149726124,0.9013334650182495
0.8134518559707865,0.8645443439970963
0.8134518559707865,0.9013334650182495
0.8715555599686997,0.8645443439970963
0.8715555599686997,0.9013334650182495
0.7626111149726124,0.8645443439970963
0.7626111149726124,0.9013334650182495
0.8134518559707865,0.8645443439970963
0.8134518559707865,0.9013334650182495
0.8715555599686997,0.8645443439970963
0.8715555599686997,0.9013334650182495
0.7626111149726124,0.8645443439970963
0.7626111149726124,0.9013334650182495
0.8134518559707865,0.8645443439970963
0.8134518559707865,0.9013334650182495
0.8715555599686997,0.8645443439970963
0.8715555599686997,0.9013334650182495
0.7626111149726124,0.8645443439970963
0.7626111149726124,0.9013334650182495
0.8134518559707865,0.8645443439970963
0.8134518559707865,0.9013334650182495
0.8715555599686997,0.8645443439970963
0.8715555599686997,0.9013334650182495
0.7988203660332373,0.8666812298230901
0.7988203660332373,0.9043630224240942
0.85587896360704,0.8666812298230901
0.85587896360704,0.9043630224240942
0.85587896360704,0.8666812298230901
0.85587896360704,0.9043630224240942
0.7988203660332373,0.8666812298230901
0.7988203660332373,0.9043630224240942
0.85587896360704,0.8666812298230901
0.85587896360704,0.9043630224240942
