stage_loading,reaction_mean,T_1,P_1,rho_1,A_1,C_1,C_a_1,M_3,T_3,P_3,rho_3,C_3,alpha_3,U,C_a_3,C_w_3,V_3,V_w_3,flow_coefficient_3,beta_3,a_3,M_3_rel,A_3,T_2,P_2,rho_2,A_2,C_a_2,flow_coefficient_2,a_2,V_w_2,beta_2,V_2,C_w_2,C_2,alpha_2,M_2,M_2_rel,N,omega,r_hub,r_tip,r_meanline,h,alpha_2_hub,alpha_3_hub,beta_2_hub,beta_3_hub,U_hub,V_3_hub,C_2_hub,M_2_rel_hub,M_2_hub,alpha_2_tip,alpha_3_tip,beta_2_tip,beta_3_tip,U_tip,V_3_tip,C_2_tip,M_2_rel_tip,M_2_tip,reaction_hub,reaction_tip,N_rotor,K_p,pitch_chord_ratio,K_accel,o_rotor,c_a,c_true,K_s,K_TET,r_to_o,f,K
3.0,0.35,1242.085434859362,1169.8395186776936,3.281655004960209,0.017363584488324868,86.17782349696293,84.86858871752672,0.3227272727272727,1035.0833587029292,489.69625288022377,1.648426386619859,203.11084122702974,10.0,383.60119221225926,200.0251311612105,35.26982744347089,464.1799049975026,418.87101965573015,0.5214403271471846,64.47394079577901,629.3575361964303,0.7375456370997142,0.015348164208847813,1107.5340853576806,641.8813545139255,2.019369361694124,0.015348164208847813,160.71052027577022,0.41895208758069696,651.0109961610459,150.35018510714866,43.092384810281985,220.07509965705484,533.9513773194079,557.6127192493026,73.24907551139121,0.8565334879710103,0.3380512786340295,31262.04695198752,3273.7539013514393,0.10675124062597979,0.1275981966080803,0.11717471861703005,0.020846955982100505,74.66589507865925,10.953821512764987,55.81488316084933,62.73907650239338,349.47729047340766,286.0286981935299,607.7226419015966,0.4393607786661297,0.9335059553299148,71.85303261893652,9.197666093688362,24.313115132737465,66.04021283409887,417.7250939511109,176.35128190908466,515.9983433701301,0.27088833053360467,0.7926107952291537,0.2168673453785471,0.45185920867345925,88,0.046557385684542964,0.6075494508899155,0.8588396509485373,0.007512457825666228,0.013702709023315114,0.016036119986231157,0.10389190431995457,0.010304038785387814,0.10143151784448433,0.00973125977973412,0.16075332878988535
3.0,0.35,1242.085434859362,1169.8395186776936,3.281655004960209,0.017363584488324868,86.17782349696293,84.86858871752672,0.3227272727272727,1035.0833587029292,489.69625288022377,1.648426386619859,203.11084122702974,10.0,383.60119221225926,200.0251311612105,35.26982744347089,464.1799049975026,418.87101965573015,0.5214403271471846,64.47394079577901,629.3575361964303,0.7375456370997142,0.015348164208847813,1107.5340853576806,641.8813545139255,2.019369361694124,0.015348164208847813,160.71052027577022,0.41895208758069696,651.0109961610459,150.35018510714866,43.092384810281985,220.07509965705484,533.9513773194079,557.6127192493026,73.24907551139121,0.8565334879710103,0.3380512786340295,34989.57267138227,3664.099481888691,0.0930254861185319,0.11635812593041214,0.10469180602447202,0.023332639811880235,75.02704298244217,11.223970542476735,58.28493603887059,62.27248880568335,340.8546354893563,305.71038542408667,622.0335417545963,0.4695932745020187,0.9554885331010887,71.5037011289906,9.01473364186573,18.59469378429185,66.41110140650872,426.34774893516214,169.5620053963636,506.58428765424793,0.2604595105094318,0.778150124408851,0.17674411494525838,0.4738067113426733,70,0.04734297622022835,0.6075494508899155,0.8588396509485373,0.008408204665406004,0.015336549583667237,0.017948184470677104,0.10389190431995457,0.008141175839038393,0.09062576736923489,0.007705113676122843,0.1593760563792213
3.0,0.35,1242.085434859362,1169.8395186776936,3.281655004960209,0.017363584488324868,86.17782349696293,84.86858871752672,0.3227272727272727,1035.0833587029292,489.69625288022377,1.648426386619859,203.11084122702974,10.0,383.60119221225926,200.0251311612105,35.26982744347089,464.1799049975026,418.87101965573015,0.5214403271471846,64.47394079577901,629.3575361964303,0.7375456370997142,0.015348164208847813,1107.5340853576806,641.8813545139255,2.019369361694124,0.015348164208847813,160.71052027577022,0.41895208758069696,651.0109961610459,150.35018510714866,43.092384810281985,220.07509965705484,533.9513773194079,557.6127192493026,73.24907551139121,0.8565334879710103,0.3380512786340295,38356.548486843945,4016.6883647776544,0.08271290932566433,0.10829080187884862,0.09550185560225648,0.0255778925531843,75.38941260239908,11.507597573704704,60.519290399014864,61.79423466840298,332.23198050530505,326.5607806826279,637.1127250775766,0.5016209904415254,0.9786512498783796,71.15578881473287,8.838879264676594,12.599739165957159,66.77246743561568,434.9704039192135,164.67629516040725,497.56185519824515,0.2529547060364399,0.7642910152552311,0.13345647209410988,0.4944619633647941,58,0.048434525938495857,0.6075494508899155,0.8588396509485373,0.009217309195654487,0.016812354733556092,0.01967530196398792,0.10389190431995457,0.0067290478327659345,0.08267054775153315,0.006377552192506765,0.15905547809121637
3.0,0.3833333333333333,1242.085434859362,1169.8395186776936,3.281655004960209,0.017363584488324868,86.17782349696293,84.86858871752672,0.3227272727272727,1035.0833587029292,489.69625288022377,1.648426386619859,203.11084122702974,10.0,383.60119221225926,200.0251311612105,35.26982744347089,464.1799049975026,418.87101965573015,0.5214403271471846,64.47394079577901,629.3575361964303,0.7375456370997142,0.015348164208847813,1114.4341545628952,658.0275733585937,2.057348109676998,0.015348164208847813,157.74379611322283,0.41121821129778435,653.0357853931589,124.77677229299809,38.34431629324074,201.1276910722855,508.37796450525735,532.2886998675801,72.76148855632161,0.8150988227193656,0.3079887742311043,31262.04695198752,3273.7539013514393,0.10675124062597979,0.1275981966080803,0.11717471861703005,0.020846955982100505,74.21513544174371,10.953821512764987,52.895423898437066,62.73907650239338,349.47729047340766,261.4805226861159,579.8848797346647,0.40040764768915693,0.8879833122553095,71.33036932312967,9.197666093688362,17.297294143378192,66.04021283409887,417.7250939511109,165.2157023051934,492.77861228857194,0.25299639927959783,0.7545966443353415,0.2570279943334937,0.4799689928440513,87,0.04109114908464512,0.6271554008393087,0.8828297565141674,0.007623266456521942,0.013470135197820192,0.016036119986231157,0.09200125247221978,0.010374237870681011,0.09995715148433323,0.009874416440892958,0.14346663942754592
3.0,0.3833333333333333,1242.085434859362,1169.8395186776936,3.281655004960209,0.017363584488324868,86.17782349696293,84.86858871752672,0.3227272727272727,1035.0833587029292,489.69625288022377,1.648426386619859,203.11084122702974,10.0,383.60119221225926,200.0251311612105,35.26982744347089,464.1799049975026,418.87101965573015,0.5214403271471846,64.47394079577901,629.3575361964303,0.7375456370997142,0.015348164208847813,1114.4341545628952,658.0275733585937,2.057348109676998,0.015348164208847813,157.74379611322283,0.41121821129778435,653.0357853931589,124.77677229299809,38.34431629324074,201.1276910722855,508.37796450525735,532.2886998675801,72.76148855632161,0.8150988227193656,0.3079887742311043,34989.57267138227,3664.099481888691,0.0930254861185319,0.11635812593041214,0.10469180602447202,0.023332639811880235,74.5858577209747,11.223970542476735,55.70406175857876,62.27248880568335,340.8546354893563,279.9519057301892,593.4812326811182,0.42869305479430153,0.9088035387276885,70.97245880102257,9.01473364186573,11.138827688735514,66.41110140650872,426.34774893516214,160.77243166267,483.84311333113385,0.24619237606692146,0.740913628553812,0.21896236546088638,0.5007909825558697,69,0.04132085552377982,0.6271554008393087,0.8828297565141674,0.008532225547592538,0.015076244851187186,0.017948184470677104,0.09200125247221978,0.008292813163790672,0.08930846890410753,0.007909562124716406,0.1416149211597903
3.0,0.3833333333333333,1242.085434859362,1169.8395186776936,3.281655004960209,0.017363584488324868,86.17782349696293,84.86858871752672,0.3227272727272727,1035.0833587029292,489.69625288022377,1.648426386619859,203.11084122702974,10.0,383.60119221225926,200.0251311612105,35.26982744347089,464.1799049975026,418.87101965573015,0.5214403271471846,64.47394079577901,629.3575361964303,0.7375456370997142,0.015348164208847813,1114.4341545628952,658.0275733585937,2.057348109676998,0.015348164208847813,157.74379611322283,0.41121821129778435,653.0357853931589,124.77677229299809,38.34431629324074,201.1276910722855,508.37796450525735,532.2886998675801,72.76148855632161,0.8150988227193656,0.3079887742311043,38356.548486843945,4016.6883647776544,0.08271290932566433,0.10829080187884862,0.09550185560225648,0.0255778925531843,74.95790741221451,11.507597573704704,58.23384918739134,61.79423466840298,332.23198050530505,299.63475388415566,607.8089201567034,0.45883359011292335,0.9307436648219412,70.61608371990451,8.838879264676594,4.84433629816946,66.77246743561568,434.9704039192135,158.30930706959916,475.2803077937582,0.2424205696082786,0.727801321802934,0.1778946017303096,0.5203869908845484,57,0.04186253423186736,0.6271554008393087,0.8828297565141674,0.009353264356514731,0.01652700140310824,0.01967530196398792,0.09200125247221978,0.00698572373060172,0.08146888305036007,0.00667152558632064,0.14084951043468885
3.0,0.41666666666666663,1242.085434859362,1169.8395186776936,3.281655004960209,0.017363584488324868,86.17782349696293,84.86858871752672,0.3227272727272727,1035.0833587029292,489.69625288022377,1.648426386619859,203.11084122702974,10.0,383.60119221225926,200.0251311612105,35.26982744347089,464.1799049975026,418.87101965573015,0.5214403271471846,64.47394079577901,629.3575361964303,0.7375456370997142,0.015348164208847813,1121.3342237681095,674.4765070902259,2.09580008296027,0.015348164208847813,154.84964591108135,0.40367352619018426,655.0543159811424,99.20335947884746,32.6453760194433,183.9013849069025,482.8045516911067,507.02923778854984,72.21742339232729,0.7740262531193614,0.28074219254849797,31262.04695198752,3273.7539013514393,0.10675124062597979,0.1275981966080803,0.11717471861703005,0.020846955982100505,73.71172038766753,10.953821512764987,49.36917521590897,62.73907650239338,349.47729047340766,237.7975768643015,552.1069772012727,0.36301963220886124,0.8428415228046016,70.74770851994528,9.197666093688362,9.40145206909233,66.04021283409887,417.7250939511109,156.95790097493568,469.6278652618699,0.23961051342718603,0.7169296557621482,0.29718864328843986,0.5080787770146431,86,0.035607655088188014,0.6472764294148328,0.9026439528359914,0.007697054963074273,0.013177736422691114,0.016036119986231157,0.08074992650132869,0.010711753661128885,0.09899890330205598,0.010259143588646356,0.1270693352506456
3.0,0.41666666666666663,1242.085434859362,1169.8395186776936,3.281655004960209,0.017363584488324868,86.17782349696293,84.86858871752672,0.3227272727272727,1035.0833587029292,489.69625288022377,1.648426386619859,203.11084122702974,10.0,383.60119221225926,200.0251311612105,35.26982744347089,464.1799049975026,418.87101965573015,0.5214403271471846,64.47394079577901,629.3575361964303,0.7375456370997142,0.015348164208847813,1121.3342237681095,674.4765070902259,2.09580008296027,0.015348164208847813,154.84964591108135,0.40367352619018426,655.0543159811424,99.20335947884746,32.6453760194433,183.9013849069025,482.8045516911067,507.02923778854984,72.21742339232729,0.7740262531193614,0.28074219254849797,34989.57267138227,3664.099481888691,0.0930254861185319,0.11635812593041214,0.10469180602447202,0.023332639811880235,74.09303029275029,11.223970542476735,52.595013568956446,62.27248880568335,340.8546354893563,254.9196260954959,564.9875542899271,0.3891579978580501,0.8625048954050275,70.38037817178508,9.01473364186573,2.9758072215983224,66.41110140650872,426.34774893516214,155.05873575399377,461.17199804408585,0.2367112649609007,0.7040210052709003,0.2611806159765141,0.527775253769066,68,0.035607655088188014,0.6472764294148328,0.9026439528359914,0.008614812216222739,0.014748981949717084,0.017948184470677104,0.08074992650132869,0.008534094597833958,0.0884523052708057,0.0081911432247691,0.12489167618735066
3.0,0.45,1242.085434859362,1169.8395186776936,3.281655004960209,0.017363584488324868,86.17782349696293,84.86858871752672,0.3227272727272727,1035.0833587029292,489.69625288022377,1.648426386619859,203.11084122702974,10.0,383.60119221225926,200.0251311612105,35.26982744347089,464.1799049975026,418.87101965573015,0.5214403271471846,64.47394079577901,629.3575361964303,0.7375456370997142,0.015348164208847813,1128.234292973324,691.2319158918767,2.13472821162785,0.015348164208847813,152.02586398543798,0.3963122823177177,657.0666456052879,73.62994666469683,25.8420732592079,168.91782726037235,457.2311388769561,481.8424822275815,71.60842751170668,0.7333236064413369,0.257078682033488,31262.04695198752,3273.7539013514393,0.10675124062597979,0.1275981966080803,0.11717471861703005,0.020846955982100505,73.14765537220181,10.953821512764987,45.0702514466845,62.73907650239338,349.47729047340766,215.26113620147677,524.3966058067643,0.3276092884051036,0.798087392373557,70.09620837371,9.197666093688362,0.8120882427844179,66.04021283409887,417.7250939511109,152.04113560229047,446.5546694172045,0.2313937811623821,0.679618532463841,0.33734929224338595,0.5361885611852348,86,0.030101194420603623,0.6673686292133334,0.918364381550225,0.007714619126088475,0.012810164978208286,0.016036119986231157,0.07042780844279012,0.011218670327939937,0.09877350878193711,0.010795325510649394,0.11174767319133368
3.0,0.35,1242.085434859362,1169.8395186776936,3.281655004960209,0.017363584488324868,86.17782349696293,84.86858871752672,0.3227272727272727,1035.0833587029292,489.69625288022377,1.648426386619859,203.11084122702974,13.88888888888889,383.60119221225926,197.17249964888848,48.75468394073283,475.1932220284843,432.3558761529921,0.5140038760353653,65.48501533626282,629.3575361964303,0.7550449382084949,0.015570216761594357,1107.5340853576806,641.8813545139255,2.019369361694124,0.015570216761594357,158.41856880027865,0.41297725871670493,651.0109961610459,163.8350416044106,45.962942854299456,227.899898635887,547.4362338166699,569.8972477877993,73.86047193641826,0.8754034127663477,0.35007073610091455,31038.326709102537,3250.3259723012134,0.10752068975591995,0.1285179078993618,0.11801929882764087,0.02099721814344183,75.23059837086292,15.185017843048866,57.784348980277024,63.92884309223287,349.47729047340766,297.1606990526906,621.4213453120004,0.4564603375442517,0.9545481550641494,72.50904591410375,12.793210014912667,28.21344345814501,66.91039783298092,417.7250939511109,179.7774713854719,527.0863961494523,0.2761512055028313,0.8096428466763756,0.21686734537854685,0.45185920867345913,88,0.05073344978375173,0.6111007933645807,0.8508565537430589,0.007622588451967318,0.013709401532582807,0.016151706264186022,0.10997587638808053,0.009561653816275948,0.09996604234921472,0.009006594523961724,0.1702709799881082
