T_3_od,rho_3_od,P_3_od,alpha_3_od,flow_coeff_2_od,incidence_2,v_2_od,alpha_3_od,C_w_3_od,C_a_3_od,U_mean_od,flow_coeff_3_od,work_od_cw,work_od_vw,M_2_rel_od,M_3_rel_od,eta_final,eta_final_new,eta_final_od,eta_final_od_new,function_value
1019.3745347624749,1.5745074498674452,460.6386733671505,23.0558421662497,0.5655814259558168,6.09623174483491,255.8008087102366,23.0558421662497,108.89878424309813,255.85585585585585,342.0881204368255,0.7479238259695884,211519.606318136,211519.606318136,0.3913511358794246,0.8301938141157814,87.61603659732837,87.5005291398762,79.68339539656654,79.92754360624066,7.5844140359523875
1019.3745347624749,1.5745074498674452,460.6386733671505,23.0558421662497,0.5561434414944921,6.12697254334082,253.36759561439433,23.0558421662497,108.89878424309813,255.85585585585585,342.0881204368255,0.7479238259695884,211519.606318136,211519.606318136,0.38654291259337603,0.8301938141157814,87.55429975370893,87.43620463027577,79.56230423571195,79.79712165867198,7.650519881568352
1019.3745347624749,1.5745074498674452,460.6386733671505,23.0558421662497,0.5469142855520601,6.155808351854489,251.00557199047907,23.0558421662497,108.89878424309813,255.85585585585585,342.0881204368255,0.7479238259695884,211519.606318136,211519.606318136,0.3818728305297118,0.8301938141157814,87.49141087708674,87.37066148597954,79.44038345959844,79.66519005197372,7.716916923635769
1019.3745347624749,1.5745074498674452,460.6386733671505,23.0558421662497,0.5469142855520601,6.155808351854489,251.00557199047907,23.0558421662497,108.89878424309813,255.85585585585585,342.0881204368255,0.7479238259695884,211519.606318136,211519.606318136,0.3818728305297118,0.8301938141157814,87.57750729497461,87.45603255548599,79.26285622988495,79.5444082919827,7.923058580505551
1018.7842615709432,1.571773830211656,459.5726525580211,25.7909566214789,0.5479873663697584,6.617691130083486,243.24471516318593,25.7909566214789,122.03950029520968,252.55255255255256,342.0881204368255,0.738267532441812,211798.13716175366,211798.13716175366,0.3710992340757813,0.8462616746128727,87.88032190833121,87.77412582686883,80.54659566229053,80.6057242716986,7.179794434228594
1018.7842615709432,1.571773830211656,459.5726525580211,25.7909566214789,0.5479873663697584,6.617691130083486,243.24471516318593,25.7909566214789,122.03950029520968,252.55255255255256,342.0881204368255,0.738267532441812,211798.13716175366,211798.13716175366,0.3710992340757813,0.8462616746128727,87.96005967829026,87.85495602343987,80.3792991708105,80.57459510296492,7.291743317612944
1018.7842615709432,1.571773830211656,459.5726525580211,25.7909566214789,0.5479873663697584,6.617691130083486,243.24471516318593,25.7909566214789,122.03950029520968,252.55255255255256,342.0881204368255,0.738267532441812,211798.13716175366,211798.13716175366,0.3710992340757813,0.8462616746128727,88.03190002874827,87.92474897584515,80.19902669218634,80.49284077802778,7.4432815598303135
1018.7842615709432,1.571773830211656,459.5726525580211,25.7909566214789,0.5388935598418626,6.6570535071058785,240.85542743328415,25.7909566214789,122.03950029520968,252.55255255255256,342.0881204368255,0.738267532441812,211798.13716175366,211798.13716175366,0.36643068555418595,0.8462616746128727,87.82456463864676,87.7158992704591,80.44428633458115,80.4925884803069,7.234711231900126
1018.7842615709432,1.571773830211656,459.5726525580211,25.7909566214789,0.5388935598418626,6.6570535071058785,240.85542743328415,25.7909566214789,122.03950029520968,252.55255255255256,342.0881204368255,0.738267532441812,211798.13716175366,211798.13716175366,0.36643068555418595,0.8462616746128727,87.90504740730098,87.79774157128715,80.27895570651346,80.46186205073636,7.3472693351645075
1018.7842615709432,1.571773830211656,459.5726525580211,25.7909566214789,0.5388935598418626,6.6570535071058785,240.85542743328415,25.7909566214789,122.03950029520968,252.55255255255256,342.0881204368255,0.738267532441812,211798.13716175366,211798.13716175366,0.36643068555418595,0.8462616746128727,87.97628292621096,87.86702321667352,80.09410166891563,80.38090088201184,7.497503168601319
1018.7842615709432,1.571773830211656,459.5726525580211,25.7909566214789,0.5299998595477913,6.694478289793501,238.53480923089256,25.7909566214789,122.03950029520968,252.55255255255256,342.0881204368255,0.738267532441812,211798.13716175366,211798.13716175366,0.36189504301583053,0.8462616746128727,87.7677357970099,87.65655995381869,80.34091141630738,80.37821502354262,7.289753089580134
