reaction_hub,h,r_tip,U_tip,U_hub,M_3_rel_tip,r_hub,r_tip_stator,r_hub_stator,h_vane_mean,alpha_2_tip,alpha_3_tip,beta_2_tip,beta_3_tip,U_tip,V_2_tip,C_2_tip,M_2_rel_tip,M_2_tip,M_3_rel_tip,alpha_2_hub,alpha_3_hub,beta_2_hub,beta_3_hub,U_hub,V_2_hub,C_2_hub,M_2_rel_hub,M_2_hub,reaction_hub
0.29482986503402414,0.020420415089475587,0.09440739538764228,398.2133037365583,312.0793634550498,0.9769456417699574,0.0739869802981667,0.09750773094287538,0.0708866447429336,0.026621086199941777,63.2087865738876,21.042049661819135,9.264129820992178,58.90097025544899,398.2133037365583,222.01889690980116,486.13994605847955,0.3387062128295257,0.7416423661518902,0.9769456417699574,68.41010520264355,26.14574319091302,47.79864557553298,56.107783089702274,312.0793634550498,326.2030789459198,595.5068525724702,0.5094288925223279,0.9299985683021257,0.29482986503402414
0.29482986503402414,0.020420415089475587,0.09440739538764228,398.2133037365583,312.0793634550498,0.9769456417699574,0.0739869802981667,0.09750773094287538,0.0708866447429336,0.026621086199941777,63.2087865738876,21.042049661819135,9.264129820992178,58.90097025544899,398.2133037365583,222.01889690980116,486.13994605847955,0.3387062128295257,0.7416423661518902,0.9769456417699574,68.41010520264355,26.14574319091302,47.79864557553298,56.107783089702274,312.0793634550498,326.2030789459198,595.5068525724702,0.5094288925223279,0.9299985683021257,0.29482986503402414
0.29482986503402414,0.020420415089475587,0.09440739538764228,398.2133037365583,312.0793634550498,0.9769456417699574,0.0739869802981667,0.09750773094287538,0.0708866447429336,0.026621086199941777,63.2087865738876,21.042049661819135,9.264129820992178,58.90097025544899,398.2133037365583,222.01889690980116,486.13994605847955,0.3387062128295257,0.7416423661518902,0.9769456417699574,68.41010520264355,26.14574319091302,47.79864557553298,56.107783089702274,312.0793634550498,326.2030789459198,595.5068525724702,0.5094288925223279,0.9299985683021257,0.29482986503402414
0.29482986503402414,0.020420415089475587,0.09440739538764228,398.2133037365583,312.0793634550498,0.9769456417699574,0.0739869802981667,0.09750773094287538,0.0708866447429336,0.026621086199941777,63.2087865738876,21.042049661819135,9.264129820992178,58.90097025544899,398.2133037365583,222.01889690980116,486.13994605847955,0.3387062128295257,0.7416423661518902,0.9769456417699574,68.41010520264355,26.14574319091302,47.79864557553298,56.107783089702274,312.0793634550498,326.2030789459198,595.5068525724702,0.5094288925223279,0.9299985683021257,0.29482986503402414
0.29482986503402414,0.020420415089475587,0.09440739538764228,398.2133037365583,312.0793634550498,0.9769456417699574,0.0739869802981667,0.09750773094287538,0.0708866447429336,0.026621086199941777,63.2087865738876,21.042049661819135,9.264129820992178,58.90097025544899,398.2133037365583,222.01889690980116,486.13994605847955,0.3387062128295257,0.7416423661518902,0.9769456417699574,68.41010520264355,26.14574319091302,47.79864557553298,56.107783089702274,312.0793634550498,326.2030789459198,595.5068525724702,0.5094288925223279,0.9299985683021257,0.29482986503402414
0.29482986503402414,0.020420415089475587,0.09440739538764228,398.2133037365583,312.0793634550498,0.9769456417699574,0.0739869802981667,0.09750773094287538,0.0708866447429336,0.026621086199941777,63.2087865738876,21.042049661819135,9.264129820992178,58.90097025544899,398.2133037365583,222.01889690980116,486.13994605847955,0.3387062128295257,0.7416423661518902,0.9769456417699574,68.41010520264355,26.14574319091302,47.79864557553298,56.107783089702274,312.0793634550498,326.2030789459198,595.5068525724702,0.5094288925223279,0.9299985683021257,0.29482986503402414
0.2734558567249729,0.021842887158464868,0.0896354667138689,404.4223137868241,305.87035340478417,0.9828831948879624,0.06779257955540405,0.09295176951131964,0.06447627675795331,0.028475492753366322,62.85047542127928,20.746687876792613,5.958548908359873,59.11280690136234,404.4223137868241,220.31333314288526,480.2020915336798,0.33610424942788764,0.7325837308446231,0.9828831948879624,68.80117548776443,26.604000256167364,49.7781859081426,55.93085412725382,305.87035340478417,339.33188764224866,605.972729353694,0.5312915869613626,0.9487708781824137,0.2734558567249729
0.2734558567249729,0.021842887158464868,0.0896354667138689,404.4223137868241,305.87035340478417,0.9828831948879624,0.06779257955540405,0.09295176951131964,0.06447627675795331,0.028475492753366322,62.85047542127928,20.746687876792613,5.958548908359873,59.11280690136234,404.4223137868241,220.31333314288526,480.2020915336798,0.33610424942788764,0.7325837308446231,0.9828831948879624,68.80117548776443,26.604000256167364,49.7781859081426,55.93085412725382,305.87035340478417,339.33188764224866,605.972729353694,0.5312915869613626,0.9487708781824137,0.2734558567249729
0.2734558567249729,0.021842887158464868,0.0896354667138689,404.4223137868241,305.87035340478417,0.9828831948879624,0.06779257955540405,0.09295176951131964,0.06447627675795331,0.028475492753366322,62.85047542127928,20.746687876792613,5.958548908359873,59.11280690136234,404.4223137868241,220.31333314288526,480.2020915336798,0.33610424942788764,0.7325837308446231,0.9828831948879624,68.80117548776443,26.604000256167364,49.7781859081426,55.93085412725382,305.87035340478417,339.33188764224866,605.972729353694,0.5312915869613626,0.9487708781824137,0.2734558567249729
0.2734558567249729,0.021842887158464868,0.0896354667138689,404.4223137868241,305.87035340478417,0.9828831948879624,0.06779257955540405,0.09295176951131964,0.06447627675795331,0.028475492753366322,62.85047542127928,20.746687876792613,5.958548908359873,59.11280690136234,404.4223137868241,220.31333314288526,480.2020915336798,0.33610424942788764,0.7325837308446231,0.9828831948879624,68.80117548776443,26.604000256167364,49.7781859081426,55.93085412725382,305.87035340478417,339.33188764224866,605.972729353694,0.5312915869613626,0.9487708781824137,0.2734558567249729
