stage_loading,reaction_mean,T_1,P_1,rho_1,A_1,C_1,C_a_1,M_3,T_3,P_3,rho_3,C_3,alpha_3,U,C_a_3,C_w_3,V_3,V_w_3,flow_coefficient_3,beta_3,a_3,M_3_rel,A_3,T_2,P_2,rho_2,A_2,C_a_2,flow_coefficient_2,a_2,V_w_2,beta_2,V_2,C_w_2,C_2,alpha_2,M_2,M_2_rel,N,omega,r_hub,r_tip,r_meanline,h,alpha_2_hub,alpha_3_hub,beta_2_hub,beta_3_hub,U_hub,V_3_hub,C_2_hub,M_2_rel_hub,M_2_hub,alpha_2_tip,alpha_3_tip,beta_2_tip,beta_3_tip,U_tip,V_3_tip,C_2_tip,M_2_rel_tip,M_2_tip,reaction_hub,reaction_tip,N_rotor,K_p,pitch_chord_ratio,K_accel,o_rotor,c_a,c_true,K_s,K_TET,r_to_o,f,K,rho_3_od,T_3_od,P_3_od,alpha_3_od,flow_coeff_2_od,incidence_2,v_2_od,alpha_3_rel_od,C_w_3_od,C_a_3_od,U_mean_od,flow_coeff_3_od
2.9689655172413794,0.35,1242.085434859362,1169.8395186776936,3.281655004960209,0.017363584488324868,86.17782349696293,84.86858871752672,0.3,1037.4888232742103,494.2642655116809,1.6599457290736601,189.02652127618526,10.845770648987449,385.6008644526963,185.64998741088343,35.56835560037803,460.27103943847715,421.16922005307435,0.4814563568844335,66.21227485314952,630.0884042539508,0.7304864465542037,0.016421837307893757,1109.0976373290134,645.5137472436294,2.027934010463496,0.016421837307893757,149.5687770966848,0.38788496314440496,651.4703637525113,151.24861493618687,45.31995031066226,212.71333433123726,536.8494793888832,557.2954177115695,74.43191425314636,0.8554424709383739,0.3265126798800098,37081.46349983832,3883.1617771816705,0.08614064144079744,0.11246085217637478,0.09930074680858611,0.026320210735577335,76.41318816707542,12.454304294690338,62.25705194898957,63.691887564587844,334.49804630481606,321.3039315161158,636.6840033271139,0.49319807836750157,0.9773030958150929,72.48807981201192,9.60174673922365,14.011644765813944,68.36697464996507,436.70368260057666,154.1554349493294,497.06442076875555,0.23662693428045467,0.7629885385816055,0.1362219111399872,0.4932244590530956,58,0.05175931890539268,0.6268258835399962,0.8675170214564966,0.009710452954786375,0.016929712857922424,0.020246315950444103,0.10658820540690656,0.006216400502308905,0.07847213755609649,0.005913034933273008,0.16456392481460813,1.6858386649659154,1042.855441041676,504.5706890252261,0.021733887361025033,0.4309832923826722,6.442029066451383,241.65711701150602,66.21227485314952,0.05803717052089041,152.9999999999956,347.0407780074267,0.44087038093466174
2.9689655172413794,0.3657894736842105,1242.085434859362,1169.8395186776936,3.281655004960209,0.017363584488324868,86.17782349696293,84.86858871752672,0.3,1037.4888232742103,494.2642655116809,1.6599457290736601,189.02652127618526,12.731081458338275,385.6008644526963,184.37933064063725,41.656790302262664,465.3437880902647,427.257654754959,0.478161092564812,66.65780663531721,630.0884042539508,0.7385372988116642,0.016535008988703397,1112.328110143516,653.0674878745895,2.0457061659055205,0.016535008988703397,147.2545820343712,0.38188343338746766,652.4184439614094,145.16018023430223,44.58962970660234,206.7737649117326,530.7610446869985,550.8095846001152,74.49383363809014,0.8442581439845003,0.31693427251416467,36954.34603189341,3869.8500670670483,0.08643695246785917,0.11284770082360153,0.09964232664573035,0.02641074835574237,76.4678725828549,14.598158832960957,62.03462685138211,64.26530091836595,334.49804630481606,314.0172566281975,629.3184645128457,0.4813126598958807,0.9645933071598908,72.55681148863145,11.281923476062657,12.24104496774951,68.7236460630357,436.70368260057666,150.6804132155814,491.2416063691664,0.23095670364661575,0.7529548113115935,0.15720437483699157,0.5055347960801458,58,0.05067823362183583,0.6380497913093626,0.8760292170656365,0.009844519049451664,0.016804438332611554,0.020315960273647977,0.10346235895008898,0.006045641481229172,0.07740347661193699,0.005765996686125884,0.16018623405315396,1.6878861715867015,1043.2774601141973,505.3879426417419,0.03329526344637607,0.4243149259860752,6.6976662493343255,235.45073437755582,66.65780663531721,0.0870505832729691,149.79999999999578,347.0407780074267,0.4316495625098848
2.9689655172413794,0.381578947368421,1242.085434859362,1169.8395186776936,3.281655004960209,0.017363584488324868,86.17782349696293,84.86858871752672,0.3,1037.4888232742103,494.2642655116809,1.6599457290736601,189.02652127618526,14.630519876284108,385.6008644526963,182.89729149191757,47.7452250041473,470.36183144747,433.34608945684363,0.4743176386585994,67.11742235980753,630.0884042539508,0.7465013294513756,0.016668994191249564,1115.5585829580182,660.6873303954408,2.063581852659644,0.016668994191249564,144.80561805974534,0.3755323999734171,653.365148438623,139.0717455324176,43.84287346527519,200.7725514782794,524.6726099851139,544.2885399218472,74.57090310722084,0.8330541370664762,0.3072899617588647,36805.52705197004,3854.265779932316,0.08678645049503828,0.11330398772039157,0.10004521910771492,0.026517537225353306,76.53592615920088,16.748175291950364,61.823828301660456,64.84880917350165,334.498046304816,306.67188011797583,621.9221197249543,0.4693728780159821,0.9518752587449613,72.6423748493936,12.980053406586578,10.398174460152896,69.09605751846615,436.70368260057666,147.2234358696795,485.37929251482655,0.22533102082580647,0.742891312269655,0.17818683853399514,0.5178451331071956,58,0.04967475487054068,0.6496132942992787,0.8842457856757693,0.009981682044010488,0.01667807868746618,0.02039810555796408,0.10043574232258616,0.005824637571393979,0.07633983898107016,0.005570055736271822,0.15593513476452084,1.6899540320791142,1043.7033281426432,506.2136558867575,0.026480769547776218,0.41725822219268566,6.970178740101218,229.17620896029794,67.11742235980753,0.0677088792218683,146.49999999999596,347.0407780074267,0.42214059350933353
2.9689655172413794,0.3973684210526316,1242.085434859362,1169.8395186776936,3.281655004960209,0.017363584488324868,86.17782349696293,84.86858871752672,0.3,1037.4888232742103,494.2642655116809,1.6599457290736601,189.02652127618526,16.546548213068075,385.6008644526963,181.1986832966268,53.83365970603205,475.32690209059206,439.4345241587284,0.46991254429320756,67.59143632247178,630.0884042539508,0.7543812882152586,0.016825254102333796,1118.7890557725207,668.373659321075,2.0815613714151433,0.016825254102333796,142.22163110033424,0.3688312040020888,654.3104831556814,132.98331083053284,43.07736711323395,194.70889376782375,518.5841752832291,537.7327767646552,74.66371509401432,0.8218312110348863,0.2975787470632597,36634.2177821004,3836.326315141839,0.08719228210190685,0.11383382088143107,0.10051305149166896,0.02664153877952423,76.61786493936451,18.905632607292322,61.62542715321367,65.44288209238898,334.49804630481606,299.2666673522071,614.4954090697194,0.45737715512193927,0.9391495702561,72.74543742942701,14.69925760748651,8.476709725928558,69.48447113975308,436.70368260057666,143.79243911896765,479.4780200512647,0.21976178407759797,0.7327989271068756,0.19916930223099982,0.530155470134246,57,0.04873816242122398,0.661539619456182,0.8921697572427185,0.01012183664447936,0.01655014051486987,0.020493491368864792,0.09750210103763914,0.0055848075807642455,0.07528277987133977,0.005354776470752002,0.15182507103962736,1.6919773441980728,1044.1196854781933,507.021906656112,0.09647714538808691,0.40981244889120977,7.261495282579325,222.83206569469158,67.59143632247178,0.2411266657717306,143.19999999999615,347.0407780074267,0.41263162450878227
2.9689655172413794,0.4131578947368421,1242.085434859362,1169.8395186776936,3.281655004960209,0.017363584488324868,86.17782349696293,84.86858871752672,0.3,1037.4888232742103,494.2642655116809,1.6599457290736601,189.02652127618526,18.481813883168194,385.6008644526963,179.27735034728966,59.92209440791669,480.24064303165795,445.522958860613,0.46492984553275696,68.08026616803986,630.0884042539508,0.7621797826930041,0.017005572000970526,1122.019528587023,676.1268602815234,2.0996450228613246,0.017005572000970526,139.50166322409467,0.3617773612154546,655.2544540410377,126.8948761286482,42.290590900705844,188.58160999947398,512.4957405813445,531.1427286109728,74.77297048250489,0.8105900316058104,0.28779905094344216,36439.47544339499,3815.9329451211793,0.08765826106365024,0.11444217937815693,0.10105022022090358,0.026783918314506685,76.71429888415018,21.071982148966963,61.440406977051765,66.04808568643952,334.498046304816,291.8001918744289,607.0387221497467,0.44532347712382564,0.9264167811543464,72.86678973818886,16.44288771789925,6.469949663984927,69.88925022791143,436.70368260057666,140.39583142312574,473.5382606263914,0.21426154459124508,0.7226784308080939,0.22015176592800473,0.5424658071612966,57,0.04785862281780313,0.6738545626969673,0.8998042958051454,0.01026486207986676,0.016420098871648445,0.020603014088082065,0.09465571506211388,0.00535221099826467,0.07423382740763439,0.00514494612842684,0.14786654887818168,1.6940748183487153,1044.5509536289462,507.86012303615615,0.05263149953116844,0.4019748457949496,7.5738384721099195,216.416401140545,68.08026616803986,0.12832747219897556,139.69999999999635,347.0407780074267,0.40254635435668246
3.0068965517241377,0.35,1242.085434859362,1169.8395186776936,3.281655004960209,0.017363584488324868,86.17782349696293,84.86858871752672,0.3,1037.4888232742103,494.2642655116809,1.6599457290736601,189.02652127618526,11.899586657578665,383.1610300567223,184.9644306814476,38.97672547128718,460.8818994705016,422.1377555280095,0.48273288819081067,66.3388271573468,630.0884042539508,0.7314559296107087,0.016482703610861578,1109.0976373290134,645.5137472436294,2.027934010463496,0.016482703610861578,149.01645881709783,0.38891339966133237,651.4703637525113,153.92503448830394,45.92828505595207,214.24010184980162,537.0860645450263,557.3754082544833,74.49313427272995,0.8555652555612278,0.3288562515964116,37012.93411475417,3875.9853967571576,0.08558670201683036,0.11212355271080299,0.09885512736381667,0.026536850693972644,76.49269980261798,13.679467219432532,62.69216059921431,63.85151414483132,331.73280717384085,324.81655414681944,637.996894924062,0.4985899163176897,0.9793183702926388,72.53154125181739,10.524910093870869,14.644454469008963,68.47475710771879,434.58925293960385,154.02006166938307,496.42246128313417,0.23641913775204998,0.7620031376772212,0.13284012665388917,0.4947363487260393,58,0.05277597682451686,0.6264354817861911,0.8657194397093009,0.00979423941526873,0.017069854638505674,0.02041296207228665,0.10811768912070079,0.0060410703887315885,0.07780083452034876,0.005743682330581479,0.16693473633394923,1.687059404310828,1043.1070931936156,505.057902176103,0.0019870461413015205,0.43212599962370263,6.2905236734941425,243.23355020096562,66.3388271573468,0.005240223182624959,151.0999999999957,344.8449270510501,0.4381679652130338
3.0068965517241377,0.3657894736842105,1242.085434859362,1169.8395186776936,3.281655004960209,0.017363584488324868,86.17782349696293,84.86858871752672,0.3,1037.4888232742103,494.2642655116809,1.6599457290736601,189.02652127618526,13.7804892333442,383.1610300567223,183.5854780579826,45.026636472182815,465.8844336541487,428.18766652890514,0.4791340028259268,66.79276447308612,630.0884042539508,0.7393953459685931,0.016606508977312265,1112.328110143516,653.0674878745895,2.0457061659055205,0.016606508977312265,146.62057154171166,0.3826604483237929,652.4184439614094,147.8751234874083,45.2440785996755,208.24179250485346,531.0361535441307,550.9056074956613,74.56502174232808,0.8444053239062743,0.3191844044758045,36874.70600864881,3861.5101833351505,0.08590753136052234,0.11254385779302883,0.09922569457677559,0.026636326432506484,76.55606763322807,15.816648070630162,62.497823648374876,64.43302274197525,331.7328071738408,317.5101552709214,630.643134049191,0.48666643043234104,0.9666237058229052,72.61144877326603,12.201702390849556,12.90920607415788,68.83975947514068,434.58925293960385,150.42245230167867,490.61575042440893,0.23056131182976822,0.7519955252114683,0.15390473896189136,0.5070099596881595,57,0.051718086801866535,0.6378118971762625,0.8743544506978065,0.009935693971154822,0.01694921686447851,0.020489481871158833,0.10501719181200081,0.005819784139874864,0.07669318340643629,0.005548604762372436,0.1625550627537422,1.6890821637500217,1043.5238125478452,505.8654707969971,0.04312137786773165,0.42517827591532537,6.536442706144932,236.99106485733972,66.79276447308612,0.11131104323885666,147.89999999999588,344.84492705105015,0.4288884318663649
3.0068965517241377,0.381578947368421,1242.085434859362,1169.8395186776936,3.281655004960209,0.017363584488324868,86.17782349696293,84.86858871752672,0.3,1037.4888232742103,494.2642655116809,1.6599457290736601,189.02652127618526,15.676666223395868,383.1610300567223,181.99508796669892,51.07654747307845,470.83381971026273,434.2375775298008,0.4749832934204106,67.26075547844212,630.0884042539508,0.7472504120556676,0.01675162732980958,1115.5585829580182,660.6873303954408,2.063581852659644,0.01675162732980958,144.0913147585904,0.37605942007531257,653.365148438623,141.82521248651267,44.545897612887316,202.17986518371123,524.986242543235,544.4013793594976,74.65215271162384,0.833226842081306,0.3094439084589526,36714.6368933981,3844.747784783875,0.08628207251636105,0.11303452847012524,0.09965830049324315,0.026752455953764184,76.63285846574307,17.96044042631888,62.316148123269166,65.02460432220079,331.7328071738408,310.1455962626726,623.2593155682796,0.47468953157945737,0.9539218874127451,72.70831977750352,13.897936364050281,11.100695859945228,69.22046855319304,434.58925293960385,146.8386174613276,484.7703577203331,0.22474204173919385,0.741959314601967,0.1749693512698948,0.5192835706502804,57,0.05074120607775983,0.6495583856531408,0.8826919921605478,0.010081001376966577,0.01682773745146766,0.020578812272126296,0.10201347544083694,0.005563946807880802,0.07558772898702744,0.005319262125934617,0.15831862832647758,1.6911244174191267,1043.9442106267588,506.6811494190891,0.06677604214138785,0.41784380008368066,6.798510159346087,230.67986590969326,67.26075547844212,0.16852585212279791,144.59999999999607,344.8449270510501,0.41931891310261266
3.0448275862068965,0.35,1242.085434859362,1169.8395186776936,3.281655004960209,0.017363584488324868,86.17782349696293,84.86858871752672,0.3,1037.4888232742103,494.2642655116809,1.6599457290736601,189.02652127618526,12.944693574893243,380.76693031412015,184.2227432966154,42.343908629759994,461.476761256214,423.11083894388014,0.4838202286754202,66.47165862784851,630.0884042539508,0.7324000221883474,0.016549063567929533,1109.0976373290134,645.5137472436294,2.027934010463496,0.016549063567929533,148.41891891588645,0.3897894147305433,651.4703637525113,156.57398772399597,46.53164125519462,215.7396327148874,537.3409180381161,557.4616019872633,74.55931671139031,0.8556975620137938,0.33115801534272904,35354.58750178497,3702.323745543506,0.09004041536497508,0.11565036506580169,0.10284539021538838,0.025609949700826622,76.40571473006308,14.71043365655655,62.10716594511942,64.23774246277588,333.35876786434756,317.2569530559304,631.4485014135248,0.48698600996752933,0.9692666566999929,72.7452028070978,11.552251147954683,18.503607041394563,68.42261414473974,428.17509276389274,156.50990546445865,500.3646112908214,0.24024102119235557,0.7680542955303278,0.15197620642036608,0.48596936670923846,62,0.05320920475922205,0.6261780636328533,0.8639426767071974,0.009457033779379695,0.01647224435354719,0.01969996130832817,0.10965531357478732,0.006400483047055961,0.0805749474704722,0.006079483072637012,0.16926500138106532,1.688202254966179,1043.3425787995425,505.5141354444737,0.0814772626850128,0.4330993497006036,6.1432524395925014,244.77962131416132,66.47165862784851,0.2123116854687055,149.2999999999958,342.69023728270815,0.435670421147213
3.0448275862068965,0.35,1242.085434859362,1169.8395186776936,3.281655004960209,0.017363584488324868,86.17782349696293,84.86858871752672,0.3,1037.4888232742103,494.2642655116809,1.6599457290736601,189.02652127618526,12.944693574893243,380.76693031412015,184.2227432966154,42.343908629759994,461.476761256214,423.11083894388014,0.4838202286754202,66.47165862784851,630.0884042539508,0.7324000221883474,0.016549063567929533,1109.0976373290134,645.5137472436294,2.027934010463496,0.016549063567929533,148.41891891588645,0.3897894147305433,651.4703637525113,156.57398772399597,46.53164125519462,215.7396327148874,537.3409180381161,557.4616019872633,74.55931671139031,0.8556975620137938,0.33115801534272904,36938.650639177664,3868.2064493853486,0.085056305305301,0.11181370941411675,0.09843500735970888,0.02675740410881575,76.57638763229482,14.896049098691634,63.123331196112055,64.01833829446512,329.0153487428546,328.3084871960207,639.3267293361407,0.5039499959828451,0.9813596518091438,72.58070952629306,11.439314874960758,15.273354862706691,68.58818720966644,432.5185118853857,153.85300280653652,495.78401258625627,0.23616270419475924,0.7610231257957897,0.12943844314361796,0.49624148272955837,57,0.05380679536927995,0.6261780636328533,0.8639426767071974,0.00988075640372757,0.01721028365521523,0.020582618545242883,0.10965531357478732,0.005836751990476954,0.07711960186697157,0.005547130482175535,0.16929886093454422,1.688202254966179,1043.3425787995425,505.5141354444737,0.0814772626850128,0.4330993497006036,6.1432524395925014,244.77962131416132,66.47165862784851,0.2123116854687055,149.2999999999958,342.69023728270815,0.435670421147213
