work_od,rho_3_od,T_3_od,P_3_od,alpha_3_od,flow_coeff_2_od,incidence_2,v_2_od,C_w_3_od,C_a_3_od,U_mean_od,flow_coeff_3_od,M_2_rel_od,M_3_rel_od
210366.90941217652,1.5124225863499052,1005.7961833097072,436.5812042269115,32.41109531437159,0.5988575924915631,5.503014320415147,269.4039648064783,176.54926115199243,278.0780780780781,308.7930031331669,0.9005323153587032,0.406137392348389,0.9016277725023226
210366.90941217652,1.5124225863499052,1005.7961833097072,436.5812042269115,32.41109531437159,0.5988575924915631,5.503014320415147,269.4039648064783,176.54926115199243,278.0780780780781,308.7930031331669,0.9005323153587032,0.406137392348389,0.9016277725023226
210366.90941217652,1.5124225863499052,1005.7961833097072,436.5812042269115,32.41109531437159,0.5988575924915631,5.503014320415147,269.4039648064783,176.54926115199243,278.0780780780781,308.7930031331669,0.9005323153587032,0.406137392348389,0.9016277725023226
210675.03238037822,1.5093026312508846,1005.1040998824222,435.38079737584087,35.095268550328456,0.6201429312043055,5.881424096510344,264.66974929613656,190.7598564873449,271.47147147147143,308.7930031331669,0.8791373791406777,0.4030621396646472,0.9167561865324937
210675.03238037822,1.5093026312508846,1005.1040998824222,435.38079737584087,35.095268550328456,0.6201429312043055,5.881424096510344,264.66974929613656,190.7598564873449,271.47147147147143,308.7930031331669,0.8791373791406777,0.4030621396646472,0.9167561865324937
210675.03238037822,1.5093026312508846,1005.1040998824222,435.38079737584087,35.095268550328456,0.6201429312043055,5.881424096510344,264.66974929613656,190.7598564873449,271.47147147147143,308.7930031331669,0.8791373791406777,0.4030621396646472,0.9167561865324937
210675.03238037822,1.5093026312508846,1005.1040998824222,435.38079737584087,35.095268550328456,0.6014904242232286,5.905535057992502,260.5327426581903,190.7598564873449,271.47147147147143,308.7930031331669,0.8791373791406777,0.3947476199250893,0.9167561865324937
210675.03238037822,1.5093026312508846,1005.1040998824222,435.38079737584087,35.095268550328456,0.6014904242232286,5.905535057992502,260.5327426581903,190.7598564873449,271.47147147147143,308.7930031331669,0.8791373791406777,0.3947476199250893,0.9167561865324937
210675.03238037822,1.5093026312508846,1005.1040998824222,435.38079737584087,35.095268550328456,0.6014904242232286,5.905535057992502,260.5327426581903,190.7598564873449,271.47147147147143,308.7930031331669,0.8791373791406777,0.3947476199250893,0.9167561865324937
210675.03238037822,1.5093026312508846,1005.1040998824222,435.38079737584087,35.095268550328456,0.583578512062302,5.92417198971453,256.6189072956483,190.7598564873449,271.47147147147143,308.7930031331669,0.8791373791406777,0.38686340014043236,0.9167561865324937
210675.03238037822,1.5093026312508846,1005.1040998824222,435.38079737584087,35.095268550328456,0.583578512062302,5.92417198971453,256.6189072956483,190.7598564873449,271.47147147147143,308.7930031331669,0.8791373791406777,0.38686340014043236,0.9167561865324937
210675.03238037822,1.5093026312508846,1005.1040998824222,435.38079737584087,35.095268550328456,0.583578512062302,5.92417198971453,256.6189072956483,190.7598564873449,271.47147147147143,308.7930031331669,0.8791373791406777,0.38686340014043236,0.9167561865324937
210675.03238037822,1.5093026312508846,1005.1040998824222,435.38079737584087,35.095268550328456,0.583578512062302,5.92417198971453,256.6189072956483,190.7598564873449,271.47147147147143,308.7930031331669,0.8791373791406777,0.38686340014043236,0.9167561865324937
211035.18298858218,1.5059984356810567,1004.3701066493641,434.11040531466364,37.77261574214023,0.5843288872983216,6.356086705924419,247.79935345421265,204.78215197112996,264.2642642642643,308.7930031331669,0.8557974487210139,0.3754545551434217,0.9316507337375208
211035.18298858218,1.5059984356810567,1004.3701066493641,434.11040531466364,37.77261574214023,0.5843288872983216,6.356086705924419,247.79935345421265,204.78215197112996,264.2642642642643,308.7930031331669,0.8557974487210139,0.3754545551434217,0.9316507337375208
211035.18298858218,1.5059984356810567,1004.3701066493641,434.11040531466364,37.77261574214023,0.5843288872983216,6.356086705924419,247.79935345421265,204.78215197112996,264.2642642642643,308.7930031331669,0.8557974487210139,0.3754545551434217,0.9316507337375208
