T_3_od,rho_3_od,P_3_od,alpha_3_od,beta_2m,beta_2,flow_coeff_2_od,incidence_off_original,incidence_off_new,v_2_od,C_w_3_od,C_a_3_od,U_mean_od,flow_coeff_3_od,work_od_cw,work_od_vw,M_2_rel_od,M_3_rel_od,eta_final,eta_final_od,eta_final_od_new
1018.8297375316537,1.5719843217744511,459.6547153257562,25.712087905401166,34.17315866160136,34.17315866160136,0.5565109381388083,7.128453906885241,7.128453906885241,250.58199471470238,121.61096507516555,252.55255255255256,338.2657868315979,0.7466098032500201,211506.2932301654,211506.2932301654,0.38256072071521846,0.8402691187042479,87.60461158580823,85.71714382529768,85.71714382529768
1018.8297375316537,1.5719843217744511,459.6547153257562,25.712087905401166,34.17315866160136,32.42315866160136,0.5565109381388083,7.128453906885241,5.378453906885241,250.58199471470238,121.61096507516555,252.55255255255256,338.2657868315979,0.7466098032500201,211506.2932301654,211506.2932301654,0.38256072071521846,0.8402691187042479,87.60461158580823,85.71714382529768,85.79238783221146
1018.8297375316537,1.5719843217744511,459.6547153257562,25.712087905401166,34.17315866160136,30.673158661601363,0.5565109381388083,7.128453906885241,3.628453906885241,250.58199471470238,121.61096507516555,252.55255255255256,338.2657868315979,0.7466098032500201,211506.2932301654,211506.2932301654,0.38256072071521846,0.8402691187042479,87.60461158580823,85.71714382529768,85.86475372503187
1018.8297375316537,1.5719843217744511,459.6547153257562,25.712087905401166,34.17315866160136,28.923158661601363,0.5565109381388083,7.128453906885241,1.878453906885241,250.58199471470238,121.61096507516555,252.55255255255256,338.2657868315979,0.7466098032500201,211506.2932301654,211506.2932301654,0.38256072071521846,0.8402691187042479,87.60461158580823,85.71714382529768,85.94711210965689
1018.8297375316537,1.5719843217744511,459.6547153257562,25.712087905401166,34.17315866160136,27.173158661601363,0.5565109381388083,7.128453906885241,0.12845390688524105,250.58199471470238,121.61096507516555,252.55255255255256,338.2657868315979,0.7466098032500201,211506.2932301654,211506.2932301654,0.38256072071521846,0.8402691187042479,87.60461158580823,85.71714382529768,86.02311231144363
1018.3637367388213,1.5698282650057878,458.8143230829907,28.355768139252273,32.77432761714696,32.77432761714696,0.5311467743207433,7.690282583945148,7.690282583945148,236.15554274499164,134.0337805193658,248.34834834834834,338.2657868315979,0.7341811026013871,211605.33493251394,211605.33493251394,0.35878183117099366,0.8548027070636796,87.81371936975242,86.02338728006731,86.02338728006731
1018.3637367388213,1.5698282650057878,458.8143230829907,28.355768139252273,32.77432761714696,31.02432761714696,0.5311467743207433,7.690282583945148,5.940282583945148,236.15554274499164,134.0337805193658,248.34834834834834,338.2657868315979,0.7341811026013871,211605.33493251394,211605.33493251394,0.35878183117099366,0.8548027070636796,87.81371936975242,86.02338728006731,86.10279141718341
1018.3637367388213,1.5698282650057878,458.8143230829907,28.355768139252273,32.77432761714696,29.27432761714696,0.5311467743207433,7.690282583945148,4.190282583945148,236.15554274499164,134.0337805193658,248.34834834834834,338.2657868315979,0.7341811026013871,211605.33493251394,211605.33493251394,0.35878183117099366,0.8548027070636796,87.81371936975242,86.02338728006731,86.16078131170823
1018.3637367388213,1.5698282650057878,458.8143230829907,28.355768139252273,32.77432761714696,27.52432761714696,0.5311467743207433,7.690282583945148,2.440282583945148,236.15554274499164,134.0337805193658,248.34834834834834,338.2657868315979,0.7341811026013871,211605.33493251394,211605.33493251394,0.35878183117099366,0.8548027070636796,87.81371936975242,86.02338728006731,86.24105674930551
1018.3637367388213,1.5698282650057878,458.8143230829907,28.355768139252273,32.77432761714696,25.77432761714696,0.5311467743207433,7.690282583945148,0.6902825839451481,236.15554274499164,134.0337805193658,248.34834834834834,338.2657868315979,0.7341811026013871,211605.33493251394,211605.33493251394,0.35878183117099366,0.8548027070636796,87.81371936975242,86.02338728006731,86.30899794961712
1018.3637367388213,1.5698282650057878,458.8143230829907,28.355768139252273,32.77432761714696,32.77432761714696,0.5311467743207433,7.690282583945148,7.690282583945148,236.15554274499164,134.0337805193658,248.34834834834834,338.2657868315979,0.7341811026013871,211605.33493251394,211605.33493251394,0.35878183117099366,0.8548027070636796,87.99875107761142,86.19919261828518,86.19919261828518
1018.3637367388213,1.5698282650057878,458.8143230829907,28.355768139252273,32.77432761714696,31.02432761714696,0.5311467743207433,7.690282583945148,5.940282583945148,236.15554274499164,134.0337805193658,248.34834834834834,338.2657868315979,0.7341811026013871,211605.33493251394,211605.33493251394,0.35878183117099366,0.8548027070636796,87.99875107761142,86.19919261828518,86.3005598385234
1018.3637367388213,1.5698282650057878,458.8143230829907,28.355768139252273,32.77432761714696,29.27432761714696,0.5311467743207433,7.690282583945148,4.190282583945148,236.15554274499164,134.0337805193658,248.34834834834834,338.2657868315979,0.7341811026013871,211605.33493251394,211605.33493251394,0.35878183117099366,0.8548027070636796,87.99875107761142,86.19919261828518,86.35540968160215
1018.3637367388213,1.5698282650057878,458.8143230829907,28.355768139252273,32.77432761714696,27.52432761714696,0.5311467743207433,7.690282583945148,2.440282583945148,236.15554274499164,134.0337805193658,248.34834834834834,338.2657868315979,0.7341811026013871,211605.33493251394,211605.33493251394,0.35878183117099366,0.8548027070636796,87.99875107761142,86.19919261828518,86.43870985197262
